a	aː
vasaljósinu	v aː s a l j ouː s ɪ n ʏ
vasana	v aː s a n a
vasann	v aː s a n
vasanum	v aː s a n ʏ m
vasapening	v aː s a p ɛː n i ŋ k
vasapeningar	v aː s a pʰ ɛ n i ŋ k a r
vasapeningur	v aː s a pʰ ɛ n i ŋ k ʏ r
vasar	v aː s a r
vasast	v aː s a s t
vasi	v aː s ɪ
vaska	v a s k a
vaski	v a s c ɪ
vaskinn	v a s c ɪ n
vaskinum	v a s c ɪ n ʏ m
vaskur	v a s k ʏ r
vatn	v a h t n̥
vatna	v a h t n a
vatnadísirnar	v a h t n a t iː s ɪ t n a r
vatnaður	v a h t n a ð ʏ r
vatnafjöllum	v a h t n a f j œ t l ʏ m
vatnafugl	v a h t n a f ʏ k l̥
Vatnajökli	v a h t n a j œ h k l ɪ
Vatnajökul	v a h t n a j œː k ʏ l
Vatnajökuls	v a h t n a j œː k ʏ l s
vatnakerfisins	v a h t n a cʰ ɛ r v ɪ s ɪ n s
vatnaskil	v a h t n a s c ɪː l
Vatnaskógi	v a h t n a s k ou j ɪ
vatnasleða	v a h t n a s t l ɛ ð a
vatnasvæði	v a h t n a s v aiː ð ɪ
Vatneyri	v a h t n ei r ɪ
vatni	v a h t n ɪ
vatnið	v a h t n ɪ ð
vatninu	v a h t n ɪ n ʏ
vatns	v a s
vatnsafls	v a s a p l̥ s
vatnsbaða	v a s p a ð a
vatnsborðið	v a s p ɔ r ð ɪ ð
vatnsborðinu	v a s p ɔ r ð ɪ n ʏ
vatnsbotninum	v a s p ɔ h t n ɪ n ʏ m
vatnsból	v a s p ou l
Vatnsdal	v a s t a l
vatnsdrykkja	v a s t r ɪ h c a
vatnsdælur	v a s t ai l ʏ r
vatnsenda	v a s ɛ n t a
Vatnsendalandi	v a s ɛ n t a l a n t ɪ
Vatnsfellsvirkjun	v a s f ɛ l s v ɪ r̥ c ʏ n
Vatnsfirði	v a s f ɪ r ð ɪ
vatnsflauminn	v a s f l œy m ɪ n
vatnsflötinn	v a s f l œ t ɪ n
vatnsföll	v a s f œ t l̥
vatnsglas	v a s k l a s
vatnsglasi	v a s k l a s ɪ
vatnsglasið	v a s k l a s ɪ ð
vatnsglasinu	v a s k l a s ɪ n ʏ
vatnsheldu	v a s h ɛ l t ʏ
vatnsins	v a s ɪ n s
Vatnsleysustrandarhreppi	v a s l ei s ʏ s t r a n t a r̥ ɛ h p ɪ
Vatnsleysustrandarhrepps	v a s t l ei s ʏ s t r a n t a r̥ ɛ h p s
Vatnsleysuströnd	v a s t l ei s ʏ s t r œ n t
vatnslitamyndir	v a s l ɪ t a m ɪ n t ɪ r
vatnslitamyndum	v a s t l ɪ t a m ɪ n t ʏ m
vatnslitur	v a s l ɪ t ʏ r
vatnsmagnið	v a s m a k n ɪ ð
vatnsmelónu	v a s m ɛ l ou n ʏ
vatnsmelónuna	v a s m ɛ l ou n ʏ n a
vatnsmelónurnar	v a s m ɛ l ou n ʏ t n a r
Vatnsmýrar	v a s m i r a r
Vatnsmýrarinnar	v a s m i r a r ɪ n a r
Vatnsmýri	v a s m i r ɪ
Vatnsmýrin	v a s m i r ɪ n
Vatnsmýrina	v a s m i r ɪ n a
Vatnsmýrinni	v a s m i r ɪ n ɪ
Vatnsnesi	v a s n ɛ s ɪ
vatnsorku	v a s ɔ r̥ k ʏ
vatnsósa	v a s ou s a
vatnsréttindi	v a s r j ɛ h t ɪ n t ɪ
vatnsrofi	v a s r ɔ v ɪ
vatnssopa	v a s ɔ p a
Vatnsstíg	v a s t i ɣ
vatnssull	v a s ʏ t l̥
vatnstærum	v a s t ai r ʏ m
vatnsvari	v a s v a r ɪ
vatnsveitu	v a s v ei t ʏ
vatnsþjálfun	v a s θ j au l v ʏ n
vatt	v a h t
vatta	v a h t a
vattarnes	v a h t a r n ɛː s
Vattarnesi	v a h t a r n ɛː s ɪ
vax	v a k s
vaxa	v a k s a
vaxandi	v a k s a n t ɪ
vaxhúð	v a k s h u ð
vaxi	v a k s ɪ
vaxið	v a k s ɪ ð
vaxin	v a k s ɪ n
vaxinn	v a k s ɪ n
vaxkenndu	v a k s cʰ ɛ n t ʏ
vaxmyndasafnið	v a k s m ɪ n t a s a p n ɪ ð
vaxnar	v a k s t n a r
vaxta	v a k s t a
vaxtabóta	v a k s t a p ouː t a
vaxtabætur	v a k s t a p aiː t ʏ r
vaxtagjöld	v a k s t a c œ l t
vaxtahækkun	v a k s t a h ai h k ʏ n
vaxtalækkanir	v a k s t a l ai h k a n ɪ r
vaxtalækkun	v a k s t a l ai h k ʏ n
vaxtamun	v a k s t a m ʏː n
vaxtamunur	v a k s t a m ʏː n ʏ r
vaxtar	v a k s t a r
vaxtarferli	v a k s t a r̥ f ɛ r t l ɪ
vaxtarhraða	v a k s t a r̥ aː ð a
vaxtarlag	v a k s t a r l aː ɣ
vaxtarmöguleika	v a k s t a r m œː ɣ ʏ l ei k a
vaxtarsprota	v a k s t a r̥ s p r ɔː t a
vaxtastig	v a k s t a s t ɪː ɣ
vaxtatekjur	v a k s t a t ɛː c ʏ r
vá	v auː
Vátryggingafélag	v auː t r ɪ c ɪ ŋ k a f j ɛː l a ɣ
veð	v ɛː ð
veðbókarvottorði	v ɛ ð p ou k a r v ɔ h t ɔ r ð ɪ
veðbönd	v ɛ ð p œ n t
veði	v ɛː ð ɪ
veðja	v ɛ ð j a
veðjað	v ɛ ð j a ð
veðjaði	v ɛ ð j a ð ɪ
veðmálið	v ɛ ð m au l ɪ ð
veðra	v ɛ ð r a
veðragný	v ɛ ð r a k n̥ i
veðrátta	v ɛ ð r au h t a
veðráttu	v ɛ ð r au h t ʏ
veðri	v ɛ ð r ɪ
veðrið	v ɛ ð r ɪ ð
veðrinu	v ɛ ð r ɪ n ʏ
veðruðum	v ɛ ð r ʏ ð ʏ m
veðrum	v ɛ ð r ʏ m
veðrunarþol	v ɛ ð r ʏ n a r θ ɔː l
veðsetja	v ɛ ð s ɛ t j a
veðsetningarhlutfall	v ɛ ð s ɛ h t n i ŋ k a r̥ l̥ ʏː t f a t l̥
veðsetningu	v ɛ ð s ɛ h t n i ŋ k ʏ
veður	v ɛː ð ʏ r
veðurdag	v ɛː ð ʏ r t aː ɣ
veðurfar	v ɛː ð ʏ r f aː r
veðurfari	v ɛː ð ʏ r f aː r ɪ
veðurfars	v ɛː ð ʏ r f a r̥ s
veðurfarsins	v ɛː ð ʏ r f a r̥ s ɪ n s
veðurfregnir	v ɛː ð ʏ r f r ɛ k n ɪ r
veðurfræðingur	v ɛː ð ʏ r f r aiː ð i ŋ k ʏ r
veðurs	v ɛː ð ʏ r̥ s
veðurspá	v ɛː ð ʏ r s p auː
veðurstofan	v ɛː ð ʏ r s t ɔː v a n
veðurstofu	v ɛː ð ʏ r s t ɔː v ʏ
veðurstofunnar	v ɛː ð ʏ r s t ɔː v ʏ n a r
veðurstofunni	v ɛː ð ʏ r s t ɔː v ʏ n ɪ
veðurstöð	v ɛː ð ʏ r s t œː ð
vef	v ɛː v
vefa	v ɛː v a
vefbanki	v ɛ v p au ɲ c ɪ
vefefni	v ɛː v ɛ p n ɪ
veffang	v ɛ f au ŋ k
vefhirslan	v ɛː v h ɪ r̥ s t l a n
vefhönnun	v ɛː v h œ n ʏ n
vefi	v ɛː v ɪ
vefina	v ɛː v ɪ n a
vefinn	v ɛː v ɪ n
vefja	v ɛ v j a
vefjaefni	v ɛ v j a ɛ p n ɪ
vefjarins	v ɛ v j a r ɪ n s
vefjaskurð	v ɛ v j a s k ʏ r ð
vefjast	v ɛ v j a s t
vefjum	v ɛ v j ʏ m
vefjun	v ɛ v j ʏ n
vefkerfi	v ɛː v k ɛ r v ɪ
vefmiðilsins	v ɛ v m ɪ ð ɪ l s ɪ n s
vefmiðlar	v ɛ v m ɪ ð l a r
vefmiðlarans	v ɛ v m ɪ ð l a r a n s
vefmiðlinum	v ɛ v m ɪ ð l ɪ n ʏ m
vefnaðarvara	v ɛ p n a ð a r v a r a
vefnaður	v ɛ p n a ð ʏ r
vefnotkun	v ɛ v n ɔ t k ʏ n
vefnum	v ɛ p n ʏ m
vefrallý	v ɛ v r a l i
vefrits	v ɛ v r ɪ t s
vefsetri	v ɛ f s ɛ t r ɪ
vefsetrinu	v ɛ f s ɛ t r ɪ n ʏ
vefsetur	v ɛ f s ɛ t ʏ r
vefseturs	v ɛ f s ɛ t ʏ r̥ s
vefsins	v ɛ f s ɪ n s
vefsíða	v ɛ f s i ð a
vefsíðu	v ɛ f s i ð ʏ
vefsíðugerð	v ɛ f s i ð ʏ c ɛ r ð
vefsíðum	v ɛ f s i ð ʏ m
vefsíðunni	v ɛ f s i ð ʏ n ɪ
vefsíður	v ɛ f s i ð ʏ r
vefskrá	v ɛ f s k r au
vefsmíðina	v ɛ f s m i ð ɪ n a
vefst	v ɛ f s t
vefsvæði	v ɛ f s v ai ð ɪ
veftímariti	v ɛ f tʰ i m a r ɪː t ɪ
veftré	v ɛ f tʰ r j ɛː
vefur	v ɛː v ʏ r
vefurinn	v ɛː v ʏ r ɪ n
veg	v ɛː ɣ
vega	v ɛː ɣ a
vegaáætlun	v ɛː ɣ a auː ai h t l ʏ n
vegabréf	v ɛː ɣ a p r j ɛː v
vegabréfaeftirlitið	v ɛː ɣ a p r j ɛ v a ɛ f t ɪ r l ɪ t ɪ ð
vegabréfakerfið	v ɛː ɣ a p r j ɛ v a cʰ ɛ r v ɪ ð
vegabréfi	v ɛː ɣ a p r j ɛː v ɪ
vegabréfið	v ɛː ɣ a p r j ɛː v ɪ ð
vegabréfin	v ɛː ɣ a p r j ɛː v ɪ n
vegabréfinu	v ɛː ɣ a p r j ɛː v ɪ n ʏ
vegabréfsáritanir	v ɛː ɣ a p r j ɛ f s auː r ɪ t a n ɪ r
vegabréfsáritun	v ɛː ɣ a p r j ɛ f s auː r ɪ t ʏ n
vegagerð	v ɛː ɣ a c ɛ r ð
vegagerðar	v ɛː ɣ a c ɛ r ð a r
vegagerðarinnar	v ɛː ɣ a c ɛ r ð a r ɪ n a r
Vegagerðin	v ɛː ɣ a c ɛ r ð ɪ n
vegagerðina	v ɛː ɣ a c ɛ r ð ɪ n a
vegagerðinni	v ɛː ɣ a c ɛ r ð ɪ n ɪ
vegakerfi	v ɛː ɣ a c ɛ r v ɪ
vegakerfið	v ɛː ɣ a c ɛ r v ɪ ð
vegalengd	v ɛː ɣ a l ei ŋ t
vegalengdir	v ɛː ɣ a l ei ŋ t ɪ r
Vegamótabúðina	v ɛː ɣ a m ou t a p uː ð ɪ n a
vegamótum	v ɛː ɣ a m ouː t ʏ m
vegana	v ɛː ɣ a n a
veganesti	v ɛː ɣ a n ɛ s t ɪ
vegar	v ɛː ɣ a r
vegarins	v ɛː ɣ a r ɪ n s
Vegas	v ɛː k a s
vegasamband	v ɛː ɣ a s a m p a n t
vegatolli	v ɛː ɣ a tʰ ɔ t l ɪ
vegavinnu	v ɛː ɣ a v ɪ n ʏ
vegbrúnina	v ɛ ɣ p r u n ɪ n a
vegfaranda	v ɛ x f a r a n t a
vegfarenda	v ɛ x f a r ɛ n t a
vegfarendum	v ɛ x f a r ɛ n t ʏ m
vegfarendur	v ɛ x f a r ɛ n t ʏ r
vegferð	v ɛ x f ɛ r ð
vegg	v ɛ k
veggfóðrinu	v ɛ k f ou ð r ɪ n ʏ
veggfóður	v ɛ k f ou ð ʏ r
vegghetta	v ɛ k h ɛ h t a
vegghleðsla	v ɛ k l̥ ɛ ð s t l a
veggi	v ɛ c ɪ
veggina	v ɛ c ɪ n a
vegginn	v ɛ c ɪ n
veggir	v ɛ c ɪ r
veggirnir	v ɛ c ɪ t n ɪ r
veggja	v ɛ c a
veggjanna	v ɛ c a n a
veggjarins	v ɛ c a r ɪ n s
veggjum	v ɛ c ʏ m
veggjunum	v ɛ c ɔ n ʏ m
veggklukku	v ɛ k kʰ l ʏ h k ʏ
veggnum	v ɛ k n ʏ m
veggrip	v ɛ ɣ k r ɪ p
veggspjaldið	v ɛ k s p j a l t ɪ ð
veggspjöld	v ɛ k s p j œ l t
veggur	v ɛ k ʏ r
veggurinn	v ɛ k ʏ r ɪ n
veghiti	v ɛː ɣ h ɪ t ɪ
vegi	v ei j ɪ
vegið	v ei j ɪ ð
vegin	v ei j ɪ n
vegina	v ɛ j ɪ n a
vegir	v ei j ɪ r
vegirnir	v ei j ɪ t n ɪ r
vegkantinn	v ɛ ɣ k a n̥ t ɪ n
vegkantinum	v ɛ ɣ k a n̥ t ɪ n ʏ m
veglega	v ɛ ɣ l ɛ ɣ a
veglegan	v ɛ ɣ l ɛ ɣ a n
veglegri	v ɛ ɣ l ɛ ɣ r ɪ
veglegt	v ɛ ɣ l ɛ x t
vegleysur	v ɛ ɣ l ei s ʏ r
veglyndi	v ɛ ɣ l ɪ n t ɪ
veglyndir	v ɛ ɣ l ɪ n t ɪ r
vegna	v ɛ k n a
vegnað	v ɛ k n a ð
vegnaði	v ɛ k n a ð ɪ
vegnar	v ɛ k n a r
vegs	v ɛ x s
vegu	v ɛː ɣ ʏ
vegum	v ɛː ɣ ʏ m
vegur	v ɛː ɣ ʏ r
vegurinn	v ɛː ɣ ʏ r ɪ n
vegvísinum	v ɛ ɣ v i s ɪ n ʏ m
vei	v eiː
veidd	v ei t
veiddi	v ei t ɪ
veiddir	v ei t ɪ r
veiddist	v ei t ɪ s t
veiddu	v ei t ʏ
veiddum	v ei t ʏ m
veiddur	v ei t ʏ r
veiddust	v ei t ʏ s t
veiða	v eiː ð a
veiðanna	v eiː ð a n a
veiðar	v eiː ð a r
veiðarfæra	v eiː ð a r f aiː r a
veiðarfæri	v eiː ð a r f aiː r ɪ
veiðarfærum	v eiː ð a r f aiː r ʏ m
veiðarnar	v eiː ð a t n a r
veiðast	v eiː ð a s t
veiði	v eiː ð ɪ
veiðiferð	v eiː ð ɪ f ɛ r ð
veiðiferðir	v eiː ð ɪ f ɛ r ð ɪ r
veiðiferðirnar	v eiː ð ɪ f ɛ r ð ɪ t n a r
veiðiferðum	v eiː ð ɪ f ɛ r ð ʏ m
veiðifélaga	v eiː ð ɪ f j ɛː l a ɣ a
veiðigjald	v eiː ð ɪ c a l t
veiðigjaldsleið	v eiː ð ɪ c a l t s t l eiː ð
veiðihárin	v eiː ð ɪ h auː r ɪ n
veiðiheimilda	v eiː ð ɪ h eiː m ɪ l t a
veiðiheimildir	v eiː ð ɪ h eiː m ɪ l t ɪ r
veiðiheimildum	v eiː ð ɪ h eiː m ɪ l t ʏ m
veiðileyfi	v eiː ð ɪ l eiː v ɪ
veiðimaður	v eiː ð ɪ m aː ð ʏ r
veiðimaðurinn	v eiː ð ɪ m aː ð ʏ r ɪ n
veiðimanna	v eiː ð ɪ m a n a
Veiðimálastofnun	v eiː ð ɪ m au l a s t ɔ p n ʏ n
Veiðimálastofnunar	v eiː ð ɪ m au l a s t ɔ p n ʏ n a r
veiðimenn	v eiː ð ɪ m ɛ n
veiðimennirnir	v eiː ð ɪ m ɛ n ɪ t n ɪ r
veiðimönnum	v eiː ð ɪ m œ n ʏ m
veiðin	v eiː ð ɪ n
veiðina	v eiː ð ɪ n a
veiðinni	v eiː ð ɪ n ɪ
veiðir	v eiː ð ɪ r
veiðireynslu	v eiː ð ɪ r ei n s t l ʏ
veiðiskap	v eiː ð ɪ s k aː p
veiðist	v eiː ð ɪ s t
veiðistöng	v eiː ð ɪ s t œy ŋ k
veiðistöngina	v eiː ð ɪ s t œy ɲ c ɪ n a
veiðivötn	v eiː ð ɪ v œ h t n̥
veiðst	v ei ð s t
veiðum	v eiː ð ʏ m
veiðunum	v eiː ð ɔ n ʏ m
veifa	v eiː v a
veifað	v eiː v a ð
veifaði	v eiː v a ð ɪ
veifandi	v eiː v a n t ɪ
veifið	v eiː v ɪ ð
veifuðu	v eiː v ʏ ð ʏ
veifuðum	v eiː v ʏ ð ʏ m
veiga	v eiː ɣ a
veigamiklu	v eiː ɣ a m ɪ h k l ʏ
veigamiklum	v eiː ɣ a m ɪ h k l ʏ m
veigar	v eiː ɣ a r
Veigu	v eiː ɣ ʏ
veigum	v eiː ɣ ʏ m
veik	v eiː k
veika	v eiː k a
veikan	v eiː k a n
veikar	v eiː k a r
veikari	v eiː k a r ɪ
veikburða	v eiː k p ʏ r ð a
veikbyggð	v eiː k p ɪ ɣ ð
veikgeðja	v eiː c ɛ ð j a
veiki	v eiː c ɪ
veikin	v eiː c ɪ n
veikinda	v eiː c ɪ n t a
veikindablæinn	v eiː c ɪ n t a p l aiː ɪ n
veikindi	v eiː c ɪ n t ɪ
veikindin	v eiː c ɪ n t ɪ n
veikindum	v eiː c ɪ n t ʏ m
veikindunum	v eiː c ɪ n t ɔ n ʏ m
veikingu	v eiː c i ŋ k ʏ
veikir	v eiː c ɪ r
veikist	v eiː c ɪ s t
veikja	v eiː c a
veikjast	v eiː c a s t
veikleika	v eiː k l ei k a
veikleiki	v eiː k l ei c ɪ
veikleikum	v eiː k l ei k ʏ m
veikluleg	v ei h k l ʏ l ɛ ɣ
veiklulegur	v ei h k l ʏ l ɛ ɣ ʏ r
veikri	v eiː k r ɪ
veikst	v ei k s t
veiktist	v ei x t ɪ s t
veiku	v eiː k ʏ
veikum	v eiː k ʏ m
veikur	v eiː k ʏ r
vein	v eiː n
veina	v eiː n a
veinar	v eiː n a r
veinum	v eiː n ʏ m
veira	v eiː r a
veiran	v eiː r a n
veiruna	v eiː r ʏ n a
veirunni	v eiː r ʏ n ɪ
veirur	v eiː r ʏ r
veisla	v ei s t l a
veislan	v ei s t l a n
veislu	v ei s t l ʏ
veislugestir	v ei s t l ʏ c ɛ s t ɪ r
veisluhöldum	v ei s t l ʏ h œ l t ʏ m
veislulokin	v ei s t l ʏ l ɔː c ɪ n
veislum	v ei s t l ʏ m
veisluna	v ei s t l ʏ n a
veislunnar	v ei s t l ʏ n a r
veislunni	v ei s t l ʏ n ɪ
veislur	v ei s t l ʏ r
veislustjóri	v ei s t l ʏ s t j ouː r ɪ
veist	v ei s t
veistu	v ei s t ʏ
veit	v eiː t
veita	v eiː t a
veiti	v eiː t ɪ
veitinga	v eiː t i ŋ k a
veitingabúð	v eiː t i ŋ k a p uː ð
veitingahús	v eiː t i ŋ k a h uː s
veitingahúsa	v eiː t i ŋ k a h uː s a
veitingahúsi	v eiː t i ŋ k a h uː s ɪ
veitingahúsið	v eiː t i ŋ k a h uː s ɪ ð
veitingahúsinu	v eiː t i ŋ k a h uː s ɪ n ʏ
veitingahússins	v eiː t i ŋ k a h u s ɪ n s
veitingahúsum	v eiː t i ŋ k a h uː s ʏ m
veitingamaður	v eiː t i ŋ k a m aː ð ʏ r
veitingar	v eiː t i ŋ k a r
veitingarekstur	v eiː t i ŋ k a r ɛ k s t ʏ r
veitingastað	v eiː t i ŋ k a s t aː ð
veitingastaða	v eiː t i ŋ k a s t aː ð a
veitingastaðarins	v eiː t i ŋ k a s t aː ð a r ɪ n s
veitingastaði	v eiː t i ŋ k a s t aː ð ɪ
veitingastaðinn	v eiː t i ŋ k a s t aː ð ɪ n
veitingastaðir	v eiː t i ŋ k a s t aː ð ɪ r
veitingastaðnum	v eiː t i ŋ k a s t a ð n ʏ m
veitingastaður	v eiː t i ŋ k a s t aː ð ʏ r
veitingastaðurinn	v eiː t i ŋ k a s t aː ð ʏ r ɪ n
veitingastofa	v eiː t i ŋ k a s t ɔː v a
veitingastöðum	v eiː t i ŋ k a s t œː ð ʏ m
veitingu	v eiː t i ŋ k ʏ
veitingum	v eiː t i ŋ k ʏ m
veitir	v eiː t ɪ r
veitist	v eiː t ɪ s t
veitt	v ei h t
veittar	v ei h t a r
veitti	v ei h t ɪ
veittir	v ei h t ɪ r
veittist	v ei h t ɪ s t
veittu	v ei h t ʏ
veittur	v ei h t ʏ r
veitukerfi	v eiː t ʏ c ɛ r v ɪ
veitukerfum	v eiː t ʏ c ɛ r v ʏ m
veitum	v eiː t ʏ m
veitunnar	v eiː t ʏ n a r
veki	v ɛː c ɪ
vekja	v ɛː c a
vekjaraklukka	v ɛː c a r a k l ʏ h k a
vekjaraklukkan	v ɛː c a r a k l ʏ h k a n
vekjaraklukku	v ɛː c a r a k l ʏ h k ʏ
vekjaraklukkuna	v ɛː c a r a k l ʏ h k ʏ n a
vekti	v ɛ x t ɪ
vektu	v ɛ x t ʏ
vekur	v ɛː k ʏ r
vel	v ɛː l
veldi	v ɛ l t ɪ
veldur	v ɛ l t ʏ r
velfarnaðar	v ɛ l f a r t n a ð a r
velferð	v ɛ l f ɛ r ð
velferðar	v ɛ l f ɛ r ð a r
velferðarkerfi	v ɛ l f ɛ r ð a r c ɛ r v ɪ
velferðarkerfið	v ɛ l f ɛ r ð a r c ɛ r v ɪ ð
velferðarkerfinu	v ɛ l f ɛ r ð a r c ɛ r v ɪ n ʏ
velferðarkerfisins	v ɛ l f ɛ r ð a r c ɛ r v ɪ s ɪ n s
velgengni	v ɛ l c ei ŋ k n ɪ
velgju	v ɛ l c ʏ
velja	v ɛ l j a
velji	v ɛ l j ɪ
veljum	v ɛ l j ʏ m
velkist	v ɛ l̥ c ɪ s t
velkjast	v ɛ l̥ c a s t
velkomin	v ɛ l k ɔ m ɪ n
velkominn	v ɛ l k ɔ m ɪ n
velkomna	v ɛ l k ɔ m n a
velkomnar	v ɛ l k ɔ m n a r
velkomnir	v ɛ l k ɔ m n ɪ r
velkt	v ɛ l̥ t
velktist	v ɛ l̥ t ɪ s t
velli	v ɛ t l ɪ
vellina	v ɛ t l ɪ n a
vellinum	v ɛ t l ɪ n ʏ m
vellíðan	v ɛ l i ð a n
vellíðunar	v ɛ l i ð ʏ n a r
vellur	v ɛ t l ʏ r
velmegun	v ɛ l m ɛ ɣ ʏ n
velmegunar	v ɛ l m ɛ ɣ ʏ n a r
velsæld	v ɛ l s ai l t
velsæmis	v ɛ l s ai m ɪ s
velt	v ɛ l̥ t
velta	v ɛ l̥ t a
veltan	v ɛ l̥ t a n
veltandi	v ɛ l̥ t a n t ɪ
veltast	v ɛ l̥ t a s t
velti	v ɛ l̥ t ɪ
veltibúri	v ɛ l̥ t ɪ p uː r ɪ
veltikall	v ɛ l t ɪ kʰ a t l̥
veltikarl	v ɛ l t ɪ kʰ a t l̥
veltir	v ɛ l̥ t ɪ r
veltist	v ɛ l̥ t ɪ s t
veltu	v ɛ l̥ t ʏ
veltufé	v ɛ l̥ t ʏ f j ɛː
veltuhlutfallið	v ɛ l̥ t ʏ l̥ ʏ t f a t l ɪ ð
veltum	v ɛ l̥ t ʏ m
veltur	v ɛ l̥ t ʏ r
veltust	v ɛ l̥ t ʏ s t
velunnara	v ɛː l ʏ n a r a
velunnarar	v ɛː l ʏ n a r a r
velunnurum	v ɛː l ʏ n ʏ r ʏ m
velur	v ɛː l ʏ r
Velvakanda	v ɛ l v a k a n t a
velvild	v ɛ l v ɪ l t
velvildar	v ɛ l v ɪ l t a r
velvilja	v ɛ l v ɪ l j a
velvirðingar	v ɛ l v ɪ r ð i ŋ k a r
velþóknun	v ɛ l θ ou h k n ʏ n
venda	v ɛ n t a
vendi	v ɛ n t ɪ
vendilega	v ɛ n t ɪ l ɛ ɣ a
Venesúela	v ɛː n ɛ s u ɛː l a
venja	v ɛ n j a
venjan	v ɛ n j a n
venjast	v ɛ n j a s t
venjist	v ɛ n j ɪ s t
venju	v ɛ n j ʏ
venjubundnum	v ɛ n j ʏ p ʏ n t n ʏ m
venjuleg	v ɛ n j ʏ l ɛ ɣ
venjulega	v ɛ n j ʏ l ɛ ɣ a
venjulegan	v ɛ n j ʏ l ɛ ɣ a n
venjulegar	v ɛ n j ʏ l ɛ ɣ a r
venjulegir	v ɛ n j ʏ l ei j ɪ r
venjulegra	v ɛ n j ʏ l ɛ ɣ r a
venjulegri	v ɛ n j ʏ l ɛ ɣ r ɪ
venjulegs	v ɛ n j ʏ l ɛ x s
venjulegt	v ɛ n j ʏ l ɛ x t
venjulegu	v ɛ n j ʏ l ɛ ɣ ʏ
venjulegum	v ɛ n j ʏ l ɛ ɣ ʏ m
venjulegur	v ɛ n j ʏ l ɛ ɣ ʏ r
venjum	v ɛ n j ʏ m
venjur	v ɛ n j ʏ r
venst	v ɛ n s t
vent	v ɛ n̥ t
ventileruð	v ɛ n̥ t ɪ l ɛ r ʏ ð
ventilinn	v ɛ n̥ t ɪ l ɪ n
ventla	v ɛ n̥ t l a
Venusi	v ɛː n ʏ s ɪ
vepjur	v ɛː p j ʏ r
ver	v ɛː r
vera	v ɛː r a
veraldar	v ɛː r a l t a r
veraldarvanur	v ɛː r a l t a r v aː n ʏ r
veraldarvefnum	v ɛː r a l t a r v ɛ p n ʏ m
veraldleg	v ɛː r a l t l ɛ ɣ
veraldlega	v ɛː r a l t l ɛ ɣ a
veraldlegum	v ɛː r a l t l ɛ ɣ ʏ m
veran	v ɛː r a n
verandi	v ɛː r a n t ɪ
verandir	v ɛː r a n t ɪ r
verbúðinni	v ɛ r p u ð ɪ n ɪ
verbúðir	v ɛ r p u ð ɪ r
verð	v ɛ r ð
verða	v ɛ r ð a
verðandi	v ɛ r ð a n t ɪ
verðar	v ɛ r ð a r
verðbólga	v ɛ r ð p ou l k a
verðbólgan	v ɛ r ð p ou l k a n
verðbólgu	v ɛ r ð p ou l k ʏ
verðbólgumarkmið	v ɛ r ð p ou l k ʏ m a r̥ k m ɪ ð
verðbólguna	v ɛ r ð p ou l k ʏ n a
verðbólgunnar	v ɛ r ð p ou l k ʏ n a r
verðbólgunni	v ɛ r ð p ou l k ʏ n ɪ
verðbólguspá	v ɛ r ð p ou l k ʏ s p auː
verðbreytingar	v ɛ r ð p r ei t i ŋ k a r
verðbréf	v ɛ r ð p r j ɛ v
verðbréfa	v ɛ r ð p r j ɛ v a
verðbréfafyrirtæki	v ɛ r ð p r j ɛ v a f ɪː r ɪ r t aiː c ɪ
verðbréfafyrirtækja	v ɛ r ð p r j ɛ v a f ɪː r ɪ r t aiː c a
verðbréfamarkaði	v ɛ r ð p r j ɛ v a m a r̥ k a ð ɪ
verðbréfamarkaðnum	v ɛ r ð p r j ɛ v a m a r̥ k a ð n ʏ m
verðbréfamörkuðum	v ɛ r ð p r j ɛ v a m œ r̥ k ʏ ð ʏ m
verðbréfaviðskipti	v ɛ r ð p r j ɛ v a v ɪ ð s c ɪ f t ɪ
verðbréfaviðskiptum	v ɛ r ð p r j ɛ v a v ɪ ð s c ɪ f t ʏ m
verðbréfaþing	v ɛ r ð p r j ɛ v a θ i ŋ k
verðbréfaþingi	v ɛ r ð p r j ɛ v a θ i ɲ c ɪ
verðbréfaþings	v ɛ r ð p r j ɛ v a θ i ŋ s
verðbréfaþjónustu	v ɛ r ð p r j ɛ v a θ j ouː n ʏ s t ʏ
verðbréfum	v ɛ r ð p r j ɛ v ʏ m
verðbætur	v ɛ r ð p ai t ʏ r
verðgildi	v ɛ r ð c ɪ l t ɪ
verðhækkanir	v ɛ r ð h ai h k a n ɪ r
verðhækkun	v ɛ r ð h ai h k ʏ n
verðhækkunum	v ɛ r ð h ai h k ʏ n ʏ m
verði	v ɛ r ð ɪ
verðið	v ɛ r ð ɪ ð
verðinu	v ɛ r ð ɪ n ʏ
verðinum	v ɛ r ð ɪ n ʏ m
verðir	v ɛ r ð ɪ r
verðirnir	v ɛ r ð ɪ t n ɪ r
verðkönnun	v ɛ r ð k œ n ʏ n
verðlag	v ɛ r ð l a ɣ
verðlagi	v ɛ r ð l ai j ɪ
verðlagið	v ɛ r ð l ai j ɪ ð
verðlagning	v ɛ r ð l a k n i ŋ k
verðlagningu	v ɛ r ð l a k n i ŋ k ʏ
verðlags	v ɛ r ð l a x s
verðlagsþróun	v ɛ r ð l a x s θ r ouː ʏ n
verðlaun	v ɛ r ð l œy n
verðlauna	v ɛ r ð l œy n a
